,REG,EDULEV,CLETAS,C59AB,C59,C73,SG11,COND3,COND10,COEFF
70001,10,5,6,   ,   ,   ,1,2,4,5973
70002,10,3,13,002,002,007,1,1,1,5973
70003,10,3,11,004,002,005,2,1,1,5973
70008,9,3,16,   ,   ,   ,1,3,10,4534
70009,9,2,15,   ,   ,   ,2,3,10,4534
70025,11,6,9,002,002,007,1,1,1,3375
70042,12,5,16,   ,   ,   ,1,3,10,10793
70043,12,2,15,   ,   ,   ,2,3,10,10793
70052,10,2,17,   ,   ,   ,1,3,10,2085
70058,12,3,16,   ,   ,   ,1,3,10,7166
70059,12,2,15,   ,   ,   ,2,3,10,7166
70074,11,6,10,005,002,009,2,1,1,4256
70075,11,6,11,005,002,010,1,1,1,4256
70076,11, ,4,   ,   ,   ,1,3,9,4256
70077,11, ,3,   ,   ,   ,1,3,9,4256
70079,9,3,13,002,002,008,1,1,1,11843
70080,9,5,13,002,002,010,2,1,1,11843
70081,9,3,5,   ,   ,   ,2,3,8,11843
70121,12,6,17,   ,   ,   ,2,3,10,28162
70141,12,3,10,   ,   ,   ,1,2,2,13109
70142,12,3,9,011,002,008,2,1,1,13109
70143,12, ,3,   ,   ,   ,1,3,9,13109
70144,12, ,2,   ,   ,   ,2,3,9,13109
70151,9,6,11,005,002,010,2,1,1,8598
70152,9, ,3,   ,   ,   ,2,3,9,8598
70153,12,3,17,   ,   ,   ,1,3,10,6356
70154,12,6,15,   ,   ,   ,2,3,10,6356
70163,12,6,7,005,002,007,2,1,1,18280
70164,12,6,6,005,002,007,1,1,1,18280
70170,10,5,14,010,   ,009,1,1,1,2897
70171,10,5,12,004,002,005,2,1,1,2897
70172,10,3,5,   ,   ,   ,1,3,8,2897
70186,11,3,8,002,002,007,1,1,1,2801
70187,11,3,8,003,002,007,1,1,1,2801
70188,11,6,9,002,002,006,2,1,1,4008
70189,11,6,10,005,002,008,1,1,1,4008
70190,11, ,2,   ,   ,   ,1,3,9,4008
70191,11, ,1,   ,   ,   ,1,3,9,4008
70252,11,2,17,   ,   ,   ,2,3,10,3307
70253,10,4,10,   ,   ,   ,2,3,7,2482
70254,10,6,11,005,002,008,1,1,1,2482
70255,10, ,4,   ,   ,   ,1,3,9,2482
70256,10, ,2,   ,   ,   ,2,3,9,2482
70259,11,5,11,005,002,007,2,1,1,2051
70260,11,4,11,   ,   ,   ,1,2,3,2051
70261,11, ,4,   ,   ,   ,2,3,9,2051
70262,11,3,12,   ,   ,   ,1,2,4,2051
70269,10,6,13,002,002,007,2,1,1,6842
70270,10,6,6,   ,   ,   ,2,3,8,6842
70271,10,5,6,   ,   ,   ,2,3,8,6842
70272,12,3,17,   ,   ,   ,2,3,10,27873
70296,11,2,17,   ,   ,   ,2,3,10,3504
70303,10,3,15,   ,   ,   ,2,3,10,3357
70313,9,4,17,   ,   ,   ,1,3,10,10948
70314,9,2,17,   ,   ,   ,2,3,10,10948
70355,9,5,16,   ,   ,   ,2,3,10,8502
70356,9,1,17,   ,   ,   ,2,3,10,8502
70366,11,2,17,   ,   ,   ,1,3,10,2471
70367,11,2,17,   ,   ,   ,2,3,10,2471
70442,12,5,13,   ,   ,   ,2,3,8,17707
70443,12,3,13,011,002,005,1,1,1,17707
70444,12,6,8,   ,   ,   ,2,3,5,17707
70455,11,3,12,011,002,010,2,1,1,3397
70456,11,5,6,011,002,007,2,1,1,3397
70457,11,3,5,   ,   ,   ,1,3,8,3397
70463,12,5,15,   ,   ,   ,1,3,10,16657
70464,12,5,14,   ,   ,   ,2,3,8,16657
70471,10,2,15,   ,   ,   ,2,3,10,2163
70506,10,3,17,011,   ,007,1,1,1,2274
70517,11,2,16,   ,   ,   ,2,3,10,5971
70523,12,5,15,   ,001,009,2,1,1,11332
70524,9,1,10,   ,   ,   ,2,2,2,17414
70525,9,5,6,   ,   ,   ,2,2,2,17414
70526,9,5,6,   ,   ,   ,1,2,4,17414
70531,12,5,11,003,002,009,1,1,1,10620
70532,12,5,12,001,002,007,2,1,1,10620
70533,12, ,4,   ,   ,   ,2,3,9,10620
70534,12, ,3,   ,   ,   ,1,3,9,10620
70546,10,1,17,   ,   ,   ,2,3,10,2814
70560,10,1,17,   ,   ,   ,1,3,10,2725
70576,9,5,16,010,   ,010,1,1,1,5597
70577,9,3,15,   ,   ,   ,2,3,10,5597
70593,12,2,16,011,   ,010,1,1,1,10829
70594,12,2,16,   ,   ,   ,2,3,10,10829
70603,10,4,11,007,002,007,2,1,1,3831
70631,12,3,14,   ,   ,   ,1,3,8,11655
70632,12,5,14,002,002,006,2,1,1,11655
70640,12,5,17,   ,   ,   ,1,3,10,26218
70643,9,5,9,001,002,008,1,1,1,14693
70644,9,6,9,002,002,010,2,1,1,14693
70670,12,2,16,   ,   ,   ,1,3,10,4270
70687,10,1,17,   ,   ,   ,2,3,10,1950
70688,10,3,17,   ,   ,   ,1,3,10,1950
70693,9,3,12,002,002,008,1,1,1,14378
70694,9,3,12,   ,   ,   ,2,3,8,14378
70695,9,5,11,002,002,010,1,1,1,11148
70696,9, ,4,   ,   ,   ,2,3,9,11148
70732,10,1,12,005,002,006,2,1,1,2506
70768,11,3,17,   ,   ,   ,1,3,10,3680
70769,11,2,16,   ,   ,   ,2,3,10,3680
70801,9,3,11,002,002,007,1,1,1,6485
70802,9,5,10,001,002,007,2,1,1,6485
70803,9,3,5,   ,   ,   ,2,3,8,6485
70804,9,3,5,   ,   ,   ,1,3,8,6485
70818,9,3,12,011,002,009,1,1,1,6861
70819,9,5,12,003,002,008,2,1,1,6861
70820,9,5,7,007,002,008,1,1,1,6861
70821,9,5,6,001,002,009,1,1,1,6861
70830,10,2,17,   ,   ,   ,2,3,10,2501
70855,10,2,17,   ,   ,   ,1,3,10,2457
70856,10,3,16,   ,   ,   ,2,3,10,2457
70857,10,5,11,   ,   ,   ,2,3,7,2457
70889,9,5,10,010,   ,008,1,1,1,14131
70902,11,5,8,002,002,008,2,1,1,3201
70922,12,5,12,011,002,009,2,1,1,25749
70923,12,5,12,007,002,008,1,1,1,25749
70924,12,3,5,   ,   ,   ,1,3,8,25749
70929,9,4,16,   ,   ,   ,1,3,10,13286
70930,9,3,14,   ,001,007,2,1,1,13286
70931,12,3,14,002,002,006,1,1,1,15214
70932,12,3,14,   ,   ,   ,2,3,8,15214
70933,11,2,17,   ,   ,   ,2,3,10,2386
70940,11,5,11,011,002,005,2,1,1,6534
70941,11,6,11,009,002,008,1,1,1,6534
70942,11, ,3,   ,   ,   ,2,3,9,6534
70947,11,4,15,   ,   ,   ,1,3,10,3019
70948,11,5,15,005,002,008,2,1,1,3019
70956,12,5,8,   ,   ,   ,2,3,8,28966
70957,12, ,1,   ,   ,   ,2,3,9,28966
70958,12, ,2,   ,   ,   ,2,3,9,28966
70985,9,1,17,   ,   ,   ,2,3,10,6078
71009,11,6,14,005,002,008,1,1,1,4542
71010,11,6,13,   ,   ,   ,2,3,8,4542
71015,10,5,10,010,   ,005,2,1,1,3127
71069,11,3,15,   ,   ,   ,1,3,10,5296
71070,11,2,13,   ,   ,   ,2,3,8,5296
71071,11,4,7,002,002,009,1,1,1,5296
71088,11,2,17,   ,   ,   ,1,3,10,3136
71089,11,2,17,   ,   ,   ,2,3,10,3136
71090,11,1,17,   ,   ,   ,2,3,10,1927
71100,9,2,17,   ,   ,   ,2,3,10,10316
71109,12,5,14,005,002,006,1,1,1,14652
71110,12,5,13,005,002,007,2,1,1,14652
71111,12,6,7,   ,   ,   ,2,3,5,14652
71130,9,2,17,   ,   ,   ,2,3,10,5935
71131,9,5,14,004,   ,007,1,1,1,5935
71138,12,6,8,003,002,008,2,1,1,41997
71139,12,6,9,003,002,008,1,1,1,41997
71155,9,5,14,   ,   ,   ,1,3,8,4691
71156,9,5,11,   ,   ,   ,2,3,8,4691
71157,9,3,10,002,002,007,1,1,1,4691
71158,9,3,5,   ,   ,   ,1,3,8,4691
71159,9, ,3,   ,   ,   ,2,3,9,4691
71177,9,5,8,002,002,009,1,1,1,18057
71232,11,6,10,010,   ,009,2,1,1,5539
71233,11,6,10,010,   ,008,1,1,1,5539
71234,11, ,4,   ,   ,   ,1,3,9,5539
71244,10,2,17,   ,   ,   ,2,3,10,2298
71246,10,3,14,011,002,008,1,1,1,3455
71247,10,3,13,   ,   ,   ,2,3,8,3455
71248,10,3,7,007,002,009,1,1,1,3455
71259,10,5,10,010,   ,997,2,1,1,3310
71260,10,5,11,010,   ,008,1,1,1,3310
71261,10,3,5,   ,   ,   ,1,3,8,3310
71262,10, ,4,   ,   ,   ,1,3,9,3310
71273,10,3,16,   ,   ,   ,1,3,10,2638
71274,10,2,16,   ,   ,   ,2,3,10,2638
71326,11,5,15,010,   ,009,1,1,1,1826
71335,11,3,13,002,002,007,1,1,1,3162
71336,11,4,12,   ,   ,   ,2,3,5,3162
71337,11,6,7,   ,   ,   ,2,3,8,3162
71354,12,1,16,   ,   ,   ,2,3,10,13976
71355,12,5,9,   ,   ,   ,2,2,2,13976
71359,11,5,8,003,002,010,1,1,1,3899
71389,11,5,13,005,002,010,2,1,1,4198
71394,12,3,15,   ,   ,   ,1,3,10,10121
71395,12,2,15,   ,   ,   ,2,3,10,10121
71419,9,4,9,011,002,009,1,1,1,23204
71420,9,3,8,011,002,007,2,1,1,23204
71421,9, ,3,   ,   ,   ,1,3,9,23204
71446,9,5,14,   ,   ,   ,1,2,2,6409
71454,11,6,9,002,002,007,1,1,1,3925
71455,11,6,9,009,002,006,2,1,1,3925
71476,11,3,11,010,   ,010,1,1,1,1987
71477,11,5,12,   ,   ,   ,2,3,8,1987
71478,11,3,5,   ,   ,   ,1,3,8,1987
71484,9,5,12,002,002,006,1,1,1,10817
71485,9,5,12,   ,001,009,2,1,1,10817
71486,9,5,6,   ,   ,   ,1,3,8,10817
71487,12,3,15,   ,   ,   ,2,3,10,6511
71488,12,4,11,   ,   ,   ,2,2,2,6511
71489,12,3,11,   ,   ,   ,2,2,2,6511
71490,12, ,3,   ,   ,   ,2,3,9,6511
71496,11,5,16,   ,   ,   ,2,3,10,4212
71497,11,5,16,   ,   ,   ,1,3,10,4212
71524,11,5,8,004,002,007,1,1,1,3252
71525,11,5,7,011,002,007,2,1,1,3252
71526,11, ,2,   ,   ,   ,2,3,9,3252
71527,11, ,1,   ,   ,   ,2,3,9,3252
71540,12,5,11,004,002,006,2,1,1,18099
71541,12, ,3,   ,   ,   ,2,3,9,18099
71578,12,2,17,   ,   ,   ,1,3,10,6984
71579,12,2,17,   ,   ,   ,2,3,10,6984
71584,11,5,9,002,002,007,2,1,1,4783
71607,10,5,11,002,002,007,1,1,1,2472
71608,10,3,10,   ,   ,   ,2,3,5,2472
71609,10, ,4,   ,   ,   ,2,3,9,2472
71610,10, ,3,   ,   ,   ,1,3,9,2472
71620,10,2,16,   ,   ,   ,1,3,10,1940
71621,10,2,16,   ,   ,   ,2,3,10,1940
71623,10,5,8,003,002,006,1,1,1,4015
71624,10,6,7,008,002,007,2,1,1,4015
71630,10,5,8,004,002,008,1,1,1,5827
71631,10,5,9,003,002,000,2,1,1,5827
71632,10, ,1,   ,   ,   ,1,3,9,5827
71637,11,2,15,   ,   ,   ,1,3,10,7014
71638,11,3,14,   ,   ,   ,2,3,8,7014
71639,11,5,7,002,002,008,1,1,1,7014
71640,9,6,15,   ,   ,   ,1,3,10,13543
71641,9,6,9,010,   ,007,2,1,1,13543
71642,9,6,8,   ,   ,   ,2,2,3,13543
71655,9,4,17,   ,   ,   ,1,3,10,7127
71662,9,3,17,   ,   ,   ,1,3,10,10337
71663,9,2,17,   ,   ,   ,2,3,10,10337
71668,11,5,13,002,002,007,2,1,1,4145
71669,11,3,14,002,002,006,1,1,1,4145
71670,11,3,13,010,   ,008,1,1,1,2947
71671,11,5,12,   ,   ,   ,2,3,8,2947
71684,10,6,17,   ,   ,   ,2,3,10,2316
71685,10,5,17,   ,   ,   ,1,3,10,2316
71692,11,4,10,011,   ,008,1,1,1,4727
71693,11, ,3,   ,   ,   ,1,3,9,4727
71694,11, ,2,   ,   ,   ,1,3,9,4727
71695,11,6,10,004,002,008,2,1,1,4727
71698,9,3,11,   ,   ,   ,1,2,2,17639
71699,9,3,9,   ,   ,   ,2,3,8,17639
71700,9,3,5,   ,   ,   ,1,3,8,17639
71701,9, ,3,   ,   ,   ,2,3,9,17639
71716,11,5,14,010,   ,005,1,1,1,6820
71717,11,5,14,004,002,005,2,1,1,6820
71736,9,3,11,   ,   ,   ,2,2,3,13629
71737,9,5,14,   ,   ,   ,1,3,8,13629
71738,9,3,7,   ,   ,   ,1,2,2,13629
71761,9,1,17,   ,   ,   ,2,3,10,6199
71762,9,1,17,   ,   ,   ,1,3,10,6199
71763,9,5,13,010,   ,010,1,1,1,5656
71775,12,3,13,002,002,010,1,1,1,11935
71776,12,3,13,002,002,010,2,1,1,11935
71805,12,3,9,009,002,006,1,1,1,12367
71806,12,5,8,   ,   ,   ,2,3,8,12367
71807,12, ,2,   ,   ,   ,1,3,9,12367
71840,10,5,14,004,   ,005,2,1,1,2881
71841,10,5,14,   ,   ,   ,1,3,8,2881
71842,12,1,17,   ,   ,   ,2,3,10,5414
71850,12,6,13,005,002,009,2,1,1,7268
71851,12,6,7,   ,   ,   ,1,3,8,7268
71852,12,5,7,010,   ,997,1,1,1,7268
71868,11,5,10,005,002,008,1,1,1,6509
71869,11,4,9,002,002,005,2,1,1,6509
71870,11, ,1,   ,   ,   ,2,3,9,6509
71871,11, ,3,   ,   ,   ,1,3,9,6509
71876,10,5,13,010,   ,006,1,1,1,2014
71877,10,3,5,   ,   ,   ,1,3,8,2014
71893,12,5,11,   ,   ,   ,2,3,5,14570
71894,12,3,12,004,   ,006,1,1,1,14570
71895,12, ,4,   ,   ,   ,2,3,9,14570
71896,12,3,5,   ,   ,   ,2,3,8,14570
71897,9,3,12,   ,   ,   ,2,2,2,23433
71898,9,3,5,   ,   ,   ,2,3,8,23433
71899,9,3,11,003,002,008,1,1,1,23433
71902,12,3,17,   ,   ,   ,1,3,10,5220
71903,12,2,15,   ,   ,   ,2,3,10,5220
71904,12,2,17,   ,   ,   ,2,3,10,5220
71911,9,4,11,011,   ,007,1,1,1,19126
71912,9,5,10,002,002,007,2,1,1,19126
71913,9,3,5,   ,   ,   ,2,3,8,19126
71933,12,5,14,011,002,010,1,1,1,15882
71934,12,6,14,008,002,008,2,1,1,15882
71935,12,5,6,   ,   ,   ,1,3,8,15882
71942,12,5,12,005,002,008,2,1,1,13527
71943,12,5,6,   ,   ,   ,1,3,8,13527
71944,12,5,6,   ,   ,   ,1,3,8,13527
71965,12,6,14,   ,   ,   ,1,3,8,13680
71966,12,6,14,005,002,008,2,1,1,13680
71967,12,6,8,009,002,004,1,1,1,13680
71968,12,5,6,   ,   ,   ,2,3,8,13680
71974,10,5,16,010,   ,008,1,1,1,2068
71975,11,6,6,   ,   ,   ,2,2,4,3617
71976,11,3,17,   ,   ,   ,1,3,10,3960
71977,11,2,17,   ,   ,   ,2,3,10,3960
71996,11,4,15,   ,   ,   ,2,3,10,4052
72057,12,5,11,005,002,008,1,1,1,16335
72058,12,5,11,001,002,006,2,1,1,16335
72061,11,2,17,   ,   ,   ,1,3,10,2209
72072,12,2,17,   ,   ,   ,2,3,10,13427
72086,12,3,15,003,002,008,2,1,1,21821
72093,10,2,17,   ,   ,   ,2,3,10,2197
72094,10,3,11,   ,   ,   ,2,3,8,2197
72095,10,4,9,011,002,010,1,1,1,2197
72121,12,5,11,009,002,005,1,1,1,11983
72122,12,5,11,007,002,005,2,1,1,11983
72123,12,5,6,   ,   ,   ,1,3,8,11983
72124,12,3,5,   ,   ,   ,1,3,8,11983
72125,12, ,3,   ,   ,   ,1,3,9,11983
72142,10,6,12,005,002,009,2,1,1,4254
72143,10,5,6,005,002,008,1,1,1,4254
72144,10,5,6,   ,   ,   ,2,3,7,4254
72145,12,6,14,005,002,010,2,1,1,26838
72146,12,6,6,001,002,008,2,1,1,26838
72148,9,2,16,   ,   ,   ,1,3,10,4065
72149,9,2,15,   ,   ,   ,2,3,10,4065
72160,10,2,17,   ,   ,   ,1,3,10,1867
72161,10,2,17,   ,   ,   ,2,3,10,1867
72179,11,3,14,   ,   ,   ,1,3,8,3422
72208,12,3,16,   ,   ,   ,1,3,10,5214
72209,12,2,15,   ,   ,   ,2,3,10,5214
72210,12,2,17,   ,   ,   ,1,3,10,2098
72211,12,1,17,   ,   ,   ,2,3,10,2098
72222,11,5,12,005,002,009,2,1,1,2968
72227,9,5,14,003,002,010,1,1,1,9954
72236,10,6,17,   ,   ,   ,1,3,10,4083
72253,9,6,9,005,002,010,2,1,1,11887
72254,9,5,9,002,002,008,1,1,1,11887
72256,9,5,16,   ,   ,   ,2,3,10,7883
72261,11,3,16,   ,   ,   ,1,3,10,2346
72262,11,2,16,   ,   ,   ,2,3,10,2346
72263,11,5,8,002,002,008,1,1,1,2346
72276,9,5,12,002,   ,007,1,1,1,17735
72277,9,4,12,005,002,005,2,1,1,17735
72278,9,3,5,   ,   ,   ,2,3,8,17735
72279,9, ,4,   ,   ,   ,2,3,9,17735
72294,11,6,11,005,002,008,2,1,1,2738
72301,9,3,12,011,002,009,2,1,1,6053
72302,9,5,5,   ,   ,   ,2,3,8,6053
72303,9,3,11,011,002,007,1,1,1,6053
72327,12,3,9,003,002,005,2,1,1,22242
72342,11,6,10,011,002,997,1,1,1,5480
72343,11,6,10,005,002,007,2,1,1,5480
72344,11, ,4,   ,   ,   ,2,3,9,5480
72345,11, ,3,   ,   ,   ,1,3,9,5480
72356,12,2,17,   ,   ,   ,1,3,10,8016
72357,12,2,17,   ,   ,   ,2,3,10,8016
72362,12,3,15,   ,   ,   ,1,3,10,7681
72363,12,6,14,005,002,007,2,1,1,7681
72393,11,2,14,   ,   ,   ,1,3,8,3586
72394,11,3,13,002,002,007,2,1,1,3586
72395,11,3,7,004,002,006,2,1,1,3586
72409,11,6,17,   ,   ,   ,1,3,10,2693
72410,11,6,16,   ,   ,   ,2,3,10,2693
72453,9,6,11,009,002,007,1,1,1,15417
72454,9,6,11,009,   ,008,2,1,1,15417
72455,9, ,4,   ,   ,   ,1,3,9,15417
72456,9, ,3,   ,   ,   ,2,3,9,15417
72466,11,3,13,011,002,007,2,1,1,3756
72474,11,2,17,   ,   ,   ,1,3,10,2711
72475,11,5,17,   ,   ,   ,2,3,10,2711
72528,10,3,14,   ,   ,   ,2,3,8,2759
72529,11,3,13,010,   ,008,1,1,1,3634
72530,11,3,12,002,002,007,2,1,1,3634
72531,11,3,6,004,   ,007,1,1,1,3634
72532,11,3,5,   ,   ,   ,2,3,8,3634
72537,11,6,17,   ,   ,   ,1,3,10,3463
72538,11,6,16,   ,   ,   ,2,3,10,3463
72539,11,5,10,   ,   ,   ,2,3,8,3463
72541,9,2,14,   ,   ,   ,2,3,8,10238
72542,9,5,9,009,002,007,2,1,1,10238
72543,9, ,3,   ,   ,   ,2,3,9,10238
72548,10,6,11,011,002,010,2,1,1,3468
72549,10,4,12,011,002,008,1,1,1,3468
72550,10,5,7,011,002,009,1,1,1,3468
72551,10,3,5,   ,   ,   ,2,3,8,3468
72552,10,3,5,   ,   ,   ,2,3,8,3468
72553,10, ,3,   ,   ,   ,2,3,9,3468
72554,10,3,16,   ,   ,   ,1,3,10,3468
72558,10,6,8,003,002,010,1,1,1,4732
72562,11,3,15,   ,   ,   ,1,3,10,1491
72563,11,2,16,   ,   ,   ,2,3,10,1491
72564,11,6,10,005,002,007,2,1,1,1491
72573,12,3,14,   ,   ,   ,1,3,8,12170
72574,12,2,14,   ,   ,   ,2,3,8,12170
72623,9,6,10,005,002,010,2,1,1,8755
72624,12,5,9,011,002,008,2,1,1,9589
72625,12,5,10,   ,   ,   ,1,3,5,9589
72626,12, ,4,   ,   ,   ,2,3,9,9589
72627,12, ,3,   ,   ,   ,2,3,9,9589
72660,10,2,16,   ,   ,   ,1,3,10,1631
72661,10,4,15,   ,   ,   ,2,3,10,1631
72671,10,6,14,005,002,008,1,1,1,3324
72672,10,5,13,010,   ,006,2,1,1,3324
72673,10,6,7,005,002,007,2,1,1,3324
72674,10,5,5,   ,   ,   ,1,3,7,3324
72676,11,5,15,   ,   ,   ,1,3,10,3065
72677,11,4,14,004,002,008,2,1,1,3065
72678,11,5,8,   ,   ,   ,1,2,2,3065
72700,10,6,14,002,002,010,1,1,1,4044
72701,9,4,15,   ,   ,   ,1,3,10,4285
72702,9,3,14,   ,   ,   ,2,3,8,4285
72741,12,5,10,005,002,009,2,1,1,24912
72756,9,6,10,010,   ,008,2,1,1,13464
72757,9,6,10,003,002,008,2,1,1,13334
72758,9,6,10,002,002,008,1,1,1,13334
72759,9, ,4,   ,   ,   ,1,3,9,13334
72769,10,2,17,   ,   ,   ,2,3,10,2793
72770,10,6,13,003,002,008,2,1,1,2793
72808,9,1,17,   ,   ,   ,2,3,10,8399
72812,11,3,10,004,002,007,1,1,1,6969
72813,11,6,9,   ,   ,   ,2,3,5,6969
72814,11, ,3,   ,   ,   ,2,3,9,6969
72815,11, ,2,   ,   ,   ,2,3,9,6969
72838,11,3,13,   ,   ,   ,1,3,8,6277
72839,11,5,14,   ,   ,   ,2,3,8,6277
72840,11,6,7,002,002,008,1,1,1,6277
72841,9,6,14,005,002,008,2,1,1,12321
72842,9,5,7,   ,   ,   ,2,3,7,12321
72843,9,6,6,011,002,008,2,1,1,12321
72844,11,3,10,005,002,006,1,1,1,3722
72845,11,3,8,   ,   ,   ,2,3,8,3722
72846,11, ,4,   ,   ,   ,1,3,9,3722
72847,11, ,3,   ,   ,   ,2,3,9,3722
72861,12,5,10,010,   ,010,1,1,1,14390
72862,12,6,10,004,002,010,2,1,1,14390
72863,12, ,4,   ,   ,   ,2,3,9,14390
72864,12, ,4,   ,   ,   ,2,3,9,14390
72881,10,3,15,   ,   ,   ,1,3,10,3778
72882,10,3,16,   ,   ,   ,2,3,10,3778
72903,10,2,17,   ,   ,   ,2,3,10,2658
72918,9,6,10,004,002,006,2,1,1,8687
72919,9,5,14,   ,   ,   ,1,3,8,8687
72926,10,4,11,002,002,008,1,1,1,3290
72927,10,6,11,007,002,009,2,1,1,3290
72928,10, ,4,   ,   ,   ,1,3,9,3290
72929,10, ,3,   ,   ,   ,2,3,9,3290
72951,11,1,17,   ,   ,   ,1,3,10,1961
72952,11,1,17,   ,   ,   ,2,3,10,1961
72956,12,3,13,011,002,010,1,1,1,9306
72957,12,2,13,   ,   ,   ,2,3,8,9306
72958,10,5,14,002,002,009,1,1,1,5599
72959,10,6,12,   ,   ,   ,2,3,8,5599
72960,10,5,7,010,   ,010,1,1,1,5599
72961,10,5,6,   ,   ,   ,1,3,8,5599
72996,10,5,12,   ,   ,   ,1,3,8,3178
73007,11,3,12,011,002,009,1,1,1,1792
73008,11,3,11,011,002,010,2,1,1,1792
73009,11,5,6,   ,   ,   ,1,3,8,1792
73010,11,3,5,   ,   ,   ,1,3,8,1792
73025,12,3,13,005,002,006,1,1,1,20031
73026,12,5,13,005,002,006,2,1,1,20031
73027,12,5,7,   ,001,007,1,1,1,20031
73028,12,3,5,   ,   ,   ,2,3,8,20031
73066,9,6,12,005,002,007,2,1,1,14407
73067,9,5,6,011,002,009,2,1,1,14407
73068,9,5,6,   ,   ,   ,2,3,8,14407
73069,9,3,5,   ,   ,   ,1,3,8,14407
73076,10,6,10,004,002,008,2,1,1,4797
73077,10,6,11,002,002,005,1,1,1,4797
73078,10,3,5,   ,   ,   ,2,3,8,4797
73079,10, ,4,   ,   ,   ,1,3,9,4797
73080,10, ,4,   ,   ,   ,1,3,9,4797
73084,9,5,16,   ,   ,   ,1,3,10,6197
73085,9,5,16,   ,   ,   ,2,3,10,6197
73086,10,2,17,   ,   ,   ,1,3,10,1638
73087,10,1,17,   ,   ,   ,2,3,10,1638
73091,12,4,12,001,002,009,1,1,1,29728
73092,12,5,11,011,002,007,2,1,1,29728
73093,12,3,5,   ,   ,   ,1,3,8,29728
73094,12, ,4,   ,   ,   ,1,3,9,29728
73105,11,2,7,005,002,007,1,1,1,12489
73106,12,3,17,   ,   ,   ,1,3,10,3163
73108,11,3,14,010,   ,006,1,1,1,4601
73109,11,2,14,011,002,006,2,1,1,4601
73128,10,3,12,003,002,007,2,1,1,2885
73129,10,3,5,   ,   ,   ,1,3,8,2885
73173,12,5,13,002,002,003,2,1,1,47430
73174,12,5,7,   ,   ,   ,2,3,7,47430
73194,11,3,12,010,   ,008,1,1,1,9495
73243,11,4,10,011,002,009,1,1,1,4208
73244,11,5,9,007,002,007,2,1,1,4208
73245,11, ,1,   ,   ,   ,1,3,9,4208
73257,11,6,7,   ,   ,   ,2,2,4,4901
73258,11,5,15,   ,   ,   ,1,3,10,2643
73259,11,3,13,   ,001,008,2,1,1,2643
73260,11,4,9,003,002,009,1,1,1,2643
73261,11,5,9,   ,   ,   ,2,3,5,2643
73262,11, ,4,   ,   ,   ,2,3,9,2643
73263,11, ,3,   ,   ,   ,2,3,9,2643
73274,11,2,17,   ,   ,   ,2,3,10,4076
73281,11,2,17,   ,   ,   ,2,3,10,4334
73290,12,5,15,   ,   ,   ,1,3,10,5044
73291,12,5,14,005,002,008,2,1,1,5044
73292,12,5,6,   ,   ,   ,2,3,8,5044
73293,12,5,6,   ,   ,   ,1,3,8,5044
73299,9,3,16,   ,   ,   ,1,3,10,10514
73300,9,3,14,   ,   ,   ,2,3,8,10514
73304,12,3,9,011,   ,008,2,1,1,15911
73305,12,3,11,002,002,008,1,1,1,15911
73306,12, ,3,   ,   ,   ,2,3,9,15911
73307,11,3,17,   ,   ,   ,1,3,10,4107
73308,11,3,17,   ,   ,   ,2,3,10,4107
73309,11,5,11,005,002,008,1,1,1,4107
73318,12,3,10,005,002,007,2,1,1,11533
73319,12,3,11,011,   ,006,1,1,1,11533
73331,12,6,8,   ,   ,   ,2,3,8,18657
73332,12,5,8,004,   ,005,1,1,1,18657
73333,12, ,2,   ,   ,   ,1,3,9,18657
73339,9,3,14,010,   ,007,1,1,1,13352
73340,9,4,14,   ,   ,   ,2,3,8,13352
73342,11,6,17,   ,   ,   ,2,3,10,3778
73363,12,3,12,010,   ,009,1,1,1,8782
73364,12,3,10,   ,   ,   ,2,3,8,8782
73365,12,3,5,   ,   ,   ,1,3,8,8782
73366,12, ,4,   ,   ,   ,1,3,9,8782
73401,9,4,13,003,002,006,1,1,1,10057
73402,9,4,13,004,002,009,2,1,1,10057
73403,9,5,7,004,002,009,1,1,1,10057
73420,9,4,14,009,002,010,1,1,1,5367
73421,9,4,14,011,002,010,2,1,1,5367
73422,9,5,6,   ,   ,   ,2,3,8,5367
73423,9,1,15,   ,   ,   ,2,3,10,5367
73433,11,3,6,002,002,008,2,1,1,1942
73434,11,2,12,002,002,008,2,1,1,1942
73435,11, ,1,   ,   ,   ,1,3,9,1942
73457,9,5,11,002,002,009,1,1,1,6454
73458,9,6,11,005,002,006,2,1,1,6454
73459,9, ,4,   ,   ,   ,1,3,9,6454
73460,9, ,4,   ,   ,   ,2,3,9,6454
73488,11,3,10,002,002,006,1,1,1,3242
73489,11,5,11,011,002,006,2,1,1,3242
73490,11, ,4,   ,   ,   ,2,3,9,3242
73491,11, ,3,   ,   ,   ,1,3,9,3242
73502,10,3,16,   ,   ,   ,2,3,10,3588
73534,11,2,17,   ,   ,   ,1,3,10,3639
73535,11,2,16,   ,   ,   ,2,3,10,3639
73539,12,3,10,011,   ,007,1,1,1,36251
73540,12,3,9,   ,   ,   ,2,3,8,36251
73541,12,3,11,005,002,006,1,1,1,36251
73542,12, ,2,   ,   ,   ,1,3,9,36251
73543,12, ,1,   ,   ,   ,1,3,9,36251
73544,12,3,15,   ,   ,   ,1,3,10,11834
73598,11,6,11,006,002,008,2,1,1,4359
73604,11,2,17,   ,   ,   ,2,3,10,3657
